Data for 500x500 matrix
id,width,height,value
1663,8,4,3
1664,1,1,1
1665,1,10,2
1666,8,7,4
1667,7,9,1
1668,2,3,9
1669,7,5,3
1670,5,5,7
1671,6,9,3
1672,5,7,10
1673,1,4,2
1674,8,10,2
1675,6,7,5
1676,3,4,9
1677,8,5,6
1678,9,4,6
1679,8,4,1
1680,4,4,4
1681,1,2,10
1682,5,4,9
1683,7,9,1
1684,6,4,6
1685,1,1,10
1686,10,2,5
1687,9,9,4
1688,1,3,3
1689,9,3,4
1690,8,3,10
1691,9,3,1
1692,5,3,4
1693,7,6,3
1694,3,3,4
1695,2,2,10
1696,8,9,7
1697,2,6,3
1698,4,7,6
1699,5,3,8
1700,1,5,8
1701,10,9,6
1702,6,1,3
1703,4,10,6
1704,1,9,1
1705,9,10,1
1706,9,10,2
1707,4,7,6
1708,4,5,2
1709,8,9,9
1710,1,4,5
1711,2,10,2
1712,9,1,3
1713,9,10,6
1714,9,7,9
1715,8,8,2
1716,6,6,7
1717,4,2,5
1718,10,10,9
1719,5,5,2
1720,8,2,8
1721,4,5,4
1722,6,6,6
1723,5,2,10
1724,10,8,9
1725,6,8,10
1726,3,2,5
1727,6,7,2
1728,9,8,10
1729,1,10,9
1730,9,2,5
1731,3,4,3
1732,8,7,4
1733,9,1,3
1734,7,1,10
1735,6,4,1
1736,5,2,7
1737,8,4,9
1738,3,9,10
1739,3,9,4
1740,2,3,9
1741,10,7,9
1742,7,8,10
1743,5,4,9
1744,9,9,5
1745,2,1,5
1746,6,8,6
1747,1,1,5
1748,1,4,7
1749,7,9,3
1750,4,9,6
1751,5,6,1
1752,5,6,5
1753,8,4,5
1754,2,5,9
1755,6,8,7
1756,7,7,5
1757,6,10,7
1758,10,7,6
1759,5,4,1
1760,5,7,10
1761,1,3,1
1762,9,5,10
1763,8,1,5
1764,2,2,6
1765,7,6,2
1766,7,3,8
1767,2,6,1
1768,2,8,4
1769,7,9,3
1770,8,9,10
1771,4,2,2
1772,10,3,6
1773,3,9,4
1774,4,5,8
1775,1,6,7
1776,3,1,1
1777,6,3,9
1778,5,1,5
1779,5,10,2
1780,6,2,7
1781,6,3,6
1782,8,5,7
1783,2,5,8
1784,9,4,1
1785,9,7,6
1786,3,10,8
1787,4,9,6
1788,5,2,2
1789,7,3,5
1790,1,10,1
1791,6,10,9
1792,6,2,6
1793,7,10,9
1794,7,3,2
1795,8,9,7
1796,4,5,2
1797,7,8,2
1798,5,3,9
1799,2,5,1
1800,2,10,7
1801,1,6,7
1802,8,2,10
1803,6,10,3
1804,8,3,3
1805,9,1,9
1806,1,1,4
1807,2,9,5
1808,2,4,3
1809,7,5,7
1810,2,1,5
1811,5,5,2
1812,6,2,2
1813,9,5,10
1814,4,7,4
1815,3,2,8
1816,2,3,9
1817,2,2,5
1818,5,6,2
1819,2,3,5
1820,7,1,7
1821,10,4,4
1822,4,5,10
1823,2,10,1
1824,4,1,9
1825,1,7,3
1826,2,4,7
1827,3,10,9
1828,5,8,6
1829,3,6,5
1830,8,9,3
1831,1,7,3
1832,8,9,10
1833,9,9,10
1834,2,4,9
1835,7,8,4
1836,4,3,10
1837,1,4,8
1838,10,3,7
1839,7,4,2
1840,1,3,2
1841,3,3,4
1842,1,9,9
1843,2,7,10
1844,3,10,3
1845,3,4,1
1846,2,8,6
1847,1,6,7
1848,3,6,3
1849,5,4,5
1850,6,2,6
1851,8,5,1
1852,2,9,10
1853,9,8,5
1854,2,5,4
1855,6,10,1
1856,7,5,5
1857,2,4,7
1858,4,10,5
1859,10,3,9
1860,1,2,4
1861,8,3,2
1862,3,3,6
1863,6,1,5
1864,8,1,4
1865,5,8,2
1866,10,3,9
1867,2,2,2
1868,6,8,7
1869,4,5,9
1870,8,5,10
1871,2,2,2
1872,9,2,1
1873,1,1,10
1874,5,10,7
1875,1,3,1
1876,3,4,9
1877,6,7,7
1878,2,4,9
1879,5,10,5
1880,2,10,8
1881,5,7,1
1882,9,7,1
1883,1,7,4
1884,1,7,3
1885,5,10,2
1886,4,2,5
1887,9,5,2
1888,9,2,7
1889,10,5,8
1890,8,2,9
1891,7,10,10
1892,8,5,2
1893,6,7,1
1894,6,7,10
1895,1,9,10
1896,5,5,7
1897,2,6,5
1898,7,2,6
1899,1,8,4
1900,8,7,6
1901,5,3,6
1902,2,7,4
1903,6,5,8
1904,6,4,3
1905,7,10,7
1906,6,3,10
1907,5,2,3
1908,5,1,3
1909,6,9,6
1910,8,2,6
1911,9,10,7
1912,4,2,3
1913,8,5,2
1914,4,4,4
1915,6,2,9
1916,4,6,6
1917,4,9,1
1918,8,1,7
1919,7,9,1
1920,3,10,6
1921,9,2,4
1922,5,6,1
1923,6,3,6
1924,4,6,5
1925,6,10,10
1926,5,5,5
1927,4,8,3
1928,4,8,7
1929,8,6,5
1930,7,8,3
1931,10,9,9
1932,9,9,5
1933,6,9,2
1934,2,6,7
1935,2,1,1
1936,9,8,1
1937,5,4,1
1938,9,4,2
1939,9,9,2
1940,9,6,8
1941,9,10,5
1942,1,6,10
1943,2,6,2
1944,9,7,8
1945,3,5,4
1946,7,3,1
1947,10,6,3
1948,3,6,1
1949,2,10,8
1950,4,10,3
1951,1,6,2
1952,7,4,1
1953,5,7,2
1954,4,4,6
1955,3,3,2
1956,8,3,10
1957,10,7,6
1958,1,3,10
1959,9,6,2
1960,6,4,5
1961,3,10,9
1962,9,4,10
1963,8,1,4
1964,5,6,7
1965,7,5,1
1966,2,8,7
1967,3,8,2
1968,7,6,3
1969,4,7,10
1970,5,4,9
1971,7,7,5
1972,2,1,5
1973,6,8,10
1974,5,9,10
1975,1,1,3
1976,1,5,1
1977,6,5,3
1978,5,5,9
1979,9,7,7
1980,1,4,5
1981,1,9,5
1982,10,3,4
1983,1,5,5
1984,7,6,2
1985,2,7,1
1986,7,3,5
1987,2,9,9
1988,3,8,6
1989,3,3,8
1990,9,6,1
1991,4,2,2
1992,10,5,9
1993,6,2,5
1994,4,7,7
1995,9,5,4
1996,2,8,2
1997,5,2,4
1998,10,8,6
1999,3,2,1
2000,9,8,7
2001,3,8,3
2002,10,5,8
2003,8,1,10
2004,6,9,4
2005,3,2,8
2006,10,3,7
2007,6,9,4
2008,9,6,8
2009,3,10,4
2010,6,3,5
2011,1,7,9
2012,9,8,2
2013,8,2,10
2014,8,3,6
2015,4,8,1
2016,5,2,6
2017,8,2,3
2018,7,8,9
2019,9,8,5
2020,7,10,2
2021,2,5,8
2022,3,6,6
2023,5,4,2
2024,9,8,6
2025,3,6,9
2026,3,3,8
2027,3,10,7
2028,4,4,4
2029,8,10,4
2030,9,10,2
2031,6,5,2
2032,3,8,4
2033,3,3,9
2034,9,8,2
2035,10,7,9
2036,3,4,2
2037,4,3,4
2038,2,6,5
2039,9,2,4
2040,9,7,3
2041,5,6,7
2042,6,9,5
2043,7,8,6
2044,6,2,9
2045,6,4,9
2046,8,10,10
2047,7,7,6
2048,2,5,2
2049,9,5,2
2050,7,6,7
2051,10,7,1
2052,8,2,2
2053,7,6,2
2054,5,1,6
2055,8,10,5
2056,6,10,7
2057,2,4,7
2058,4,8,10
2059,9,9,3
2060,7,10,7
2061,4,10,9
2062,7,5,5
2063,8,3,5
2064,3,4,5
2065,6,3,4
2066,6,9,4
2067,8,1,10
2068,9,10,4
2069,5,4,8
2070,2,8,5
2071,6,2,4
2072,9,6,8
2073,10,2,10
2074,8,7,2
2075,6,4,1
2076,5,4,5
2077,3,1,6
2078,1,6,2
2079,8,1,5
2080,10,10,2
2081,4,7,10
2082,5,4,3
2083,7,9,10
2084,9,2,1
2085,8,3,8
2086,6,7,1
2087,5,2,3
2088,4,3,2
2089,10,9,10
2090,2,7,10
2091,9,5,3
2092,8,10,10
2093,7,9,7
2094,7,4,2
2095,6,6,4
2096,1,1,8
2097,9,4,1
2098,7,4,8
2099,10,2,9
2100,5,10,5
2101,2,10,1
2102,9,10,8
2103,9,2,9
2104,2,4,1
2105,6,9,6
2106,7,6,10
2107,5,9,5
2108,4,4,6
2109,4,9,9
2110,5,7,4
2111,5,2,5
2112,3,3,3
2113,7,5,1
2114,10,4,6
2115,1,4,9
2116,6,3,2
2117,1,6,3
2118,2,9,2
2119,1,4,8
2120,1,10,4
2121,7,9,6
2122,6,4,4
2123,5,9,7
2124,3,7,2
2125,4,5,7
2126,3,5,10
2127,2,4,2
2128,4,3,10
2129,4,9,10
2130,10,1,6
2131,5,5,2
2132,9,6,1
2133,9,9,9
2134,5,8,4
2135,10,10,5
2136,1,6,8
2137,10,3,6
2138,3,9,2
2139,5,4,5
2140,7,5,9
2141,5,6,5
2142,6,5,7
2143,6,7,1
2144,6,5,5
2145,10,9,7
2146,9,7,9
2147,6,8,9
2148,8,10,1
2149,5,2,10
2150,3,3,7
2151,10,1,8
2152,6,2,4
2153,9,6,1
2154,8,1,8
2155,5,1,5
2156,8,10,1
2157,7,10,6
2158,3,8,9
2159,9,7,5
2160,6,7,1
2161,10,10,2
2162,10,2,2
2163,3,7,4
2164,8,4,6
2165,9,1,7
2166,4,2,8
2167,2,10,2
2168,4,7,3
2169,10,10,9
2170,5,4,8
2171,2,8,7
2172,1,1,4
2173,5,3,1
2174,10,2,4
2175,2,5,1
2176,3,6,4
2177,1,3,3
2178,5,9,5
2179,4,9,1
2180,10,8,5
2181,2,2,9
2182,5,5,8
2183,7,5,10
2184,1,4,2
2185,10,6,3
2186,4,8,8
2187,10,10,6
2188,2,5,5
2189,10,8,3
2190,5,3,7
2191,5,8,6
2192,8,1,1
2193,6,5,1
2194,7,1,7
2195,3,6,7
2196,2,10,10
2197,9,5,7
2198,9,10,3
2199,8,10,7
2200,2,4,8
2201,4,5,8
2202,5,1,4
2203,3,1,8
2204,9,3,1
2205,8,7,7
2206,4,4,4
2207,6,3,9
2208,5,3,8
2209,6,9,4
2210,1,5,9
2211,10,2,9
2212,10,3,2
2213,4,1,3
2214,8,4,4
2215,9,5,3
2216,5,10,8
2217,10,1,1
2218,6,3,1
2219,2,8,6
2220,1,4,5
2221,7,6,5
2222,5,8,6
2223,6,7,9
2224,10,3,4
2225,9,1,2
2226,10,2,10
2227,6,7,7
2228,1,5,10
2229,8,7,1
2230,6,10,4
2231,3,10,3
2232,1,8,1
2233,10,1,6
2234,8,5,7
2235,10,7,4
2236,4,1,2
2237,2,10,5
2238,9,5,1
2239,5,10,3
2240,9,2,8
2241,5,4,8
2242,6,10,5
2243,2,1,9
2244,4,4,2
2245,4,3,4
2246,4,4,5
2247,10,2,7
2248,3,3,6
2249,3,3,6
2250,9,6,8
2251,3,3,5
2252,4,2,7
2253,9,4,6
2254,9,4,3
2255,6,4,3
2256,5,1,5
2257,8,6,8
2258,7,2,5
2259,5,2,5
2260,7,10,9
2261,3,2,4
2262,10,3,4
2263,7,5,4
2264,10,10,9
2265,7,4,4
2266,7,10,7
2267,1,6,10
2268,3,4,4
2269,2,5,6
2270,2,3,1
2271,3,8,5
2272,5,10,3
2273,10,10,1
2274,5,2,7
2275,6,10,3
2276,6,9,10
2277,1,7,10
2278,6,5,7
2279,10,3,9
2280,4,6,9
2281,7,9,9
2282,4,1,10
2283,3,8,6
2284,8,10,5
2285,2,5,5
2286,1,10,6
2287,1,1,6
2288,7,6,8
2289,4,8,8
2290,6,10,2
2291,5,8,1
2292,10,1,7
2293,7,5,7
2294,7,7,5
2295,2,1,10
2296,9,4,1
2297,7,2,8
2298,4,6,8
2299,7,4,1
2300,5,6,4
2301,7,6,6
2302,6,4,8
2303,10,7,8
2304,8,10,3
2305,4,6,7
2306,3,6,2
2307,10,4,1
2308,9,7,4
2309,1,2,9
2310,9,10,6
2311,3,9,7
2312,9,10,10
2313,10,8,9
2314,9,10,6
2315,4,7,5
2316,3,3,2
2317,1,5,2
2318,3,4,1
2319,9,6,10
2320,5,6,7
2321,9,10,7
2322,6,1,8
2323,6,6,4
2324,1,3,9
2325,4,7,8
2326,9,4,7
2327,4,8,1
2328,7,10,2
2329,5,10,8
2330,8,7,10
2331,10,9,10
2332,4,4,9
2333,9,3,5
2334,6,2,6
2335,8,10,2
2336,8,7,2
2337,6,2,5
2338,5,4,5
2339,1,5,3
2340,2,4,9
2341,8,10,8
2342,7,6,5
2343,9,7,2
2344,2,8,4
2345,1,9,5
2346,5,5,3
2347,1,6,6
2348,8,6,4
2349,7,8,8
2350,4,3,5
2351,8,8,7
2352,7,3,5
2353,8,5,6
2354,9,10,6
2355,9,8,6
2356,5,3,2
2357,8,8,6
2358,1,7,10
2359,10,8,7
2360,8,6,2
2361,3,4,8
2362,2,8,1
2363,6,4,7
2364,8,6,10
2365,9,7,4
2366,8,6,5
2367,4,9,2
2368,3,2,7
2369,3,2,2
2370,2,5,4
2371,6,4,4
2372,10,10,8
2373,2,2,1
2374,3,2,4
2375,5,8,8
2376,7,3,9
2377,10,3,7
2378,4,5,8
2379,10,5,6
2380,2,6,10
2381,8,2,9
2382,1,1,2
2383,2,2,3
2384,10,2,8
2385,8,4,7
2386,2,7,4
2387,10,2,1
2388,5,5,3
2389,3,10,2
2390,1,4,8
2391,1,5,3
2392,7,6,3
2393,9,2,10
2394,9,2,8
2395,10,4,10
2396,2,3,1
2397,4,1,3
2398,2,9,3
2399,9,7,4
2400,4,10,7
2401,4,1,7
2402,3,6,7
2403,6,10,9
2404,4,7,8
2405,10,5,1
2406,8,7,1
2407,9,2,6
2408,10,5,8
2409,2,8,4
2410,3,2,9
2411,7,2,9
2412,4,3,8
2413,8,2,6
2414,3,9,1
2415,10,9,1
2416,4,3,1
2417,2,5,9
2418,9,10,2
2419,2,10,5
2420,10,6,3
2421,9,3,5
2422,4,1,3
2423,1,7,1
2424,1,9,3
2425,7,6,10
2426,1,2,6
2427,9,8,6
2428,2,3,5
2429,10,4,5
2430,5,1,9
2431,3,9,2
2432,6,8,1
2433,1,3,6
2434,5,6,1
2435,10,8,6
2436,1,6,4
2437,3,2,8
2438,1,2,4
2439,5,5,2
2440,8,7,2
2441,9,3,4
2442,8,3,9
2443,2,5,8
2444,9,9,4
2445,6,9,10
2446,8,2,2
2447,10,6,10
2448,2,1,9
2449,3,10,7
2450,1,2,8
2451,6,5,7
2452,1,5,1
2453,3,1,1
2454,6,8,1
2455,8,7,5
2456,8,9,10
2457,3,2,6
2458,10,2,2
2459,10,3,4
2460,2,3,8
2461,1,7,2
2462,7,4,1
2463,1,7,2
2464,2,3,5
2465,6,9,3
2466,4,7,9
2467,10,6,5
2468,5,6,3
2469,6,8,1
2470,9,3,9
2471,2,9,8
2472,5,9,5
2473,7,2,9
2474,4,4,9
2475,7,8,5
2476,10,5,5
2477,3,8,1
2478,8,10,9
2479,10,9,6
2480,3,1,1
2481,5,10,5
2482,6,9,7
2483,2,2,10
2484,5,4,9
2485,10,4,10
2486,7,8,4
2487,4,8,10
2488,10,6,3
2489,2,6,10
2490,5,9,5
2491,10,3,6
2492,3,6,3
2493,1,8,5
2494,1,2,8
2495,4,1,3
2496,4,8,3
2497,6,6,1
2498,4,3,1
2499,2,4,1
2500,6,1,2
2501,8,6,8
2502,10,3,6
2503,3,2,6
2504,4,9,7
2505,5,2,6
2506,2,5,7
2507,3,2,6
2508,3,10,4
2509,7,10,2
2510,6,2,4
2511,7,3,2
2512,9,4,10
2513,4,6,9
2514,7,10,4
2515,1,10,8
2516,1,2,7
2517,8,6,8
2518,8,1,3
2519,6,1,6
2520,3,5,1
2521,5,4,8
2522,4,1,10
2523,10,4,1
2524,3,6,5
2525,2,1,6
2526,3,10,4
2527,7,8,9
2528,6,5,5
2529,10,8,4
2530,1,10,5
2531,8,9,7
2532,9,2,10
2533,4,6,4
2534,6,9,9
2535,6,5,3
2536,6,7,4
2537,1,4,3
2538,7,9,3
2539,3,1,1
2540,1,8,6
2541,2,2,9
2542,9,2,9
2543,8,1,2
2544,9,7,10
2545,6,2,7
2546,6,2,2
2547,10,5,5
2548,3,9,4
2549,7,5,3
2550,6,1,9
2551,8,10,4
2552,7,7,7
2553,4,2,7
2554,6,10,7
2555,6,5,6
2556,7,6,8
2557,3,8,3
2558,4,10,6
2559,8,2,2
2560,10,9,10
2561,2,10,2
2562,4,1,9
2563,7,8,8
2564,8,2,3
2565,3,4,1
2566,4,10,3
2567,7,4,10
2568,6,5,2
2569,2,6,4
2570,4,5,9
2571,6,4,10
2572,8,4,8
2573,8,9,6
2574,10,9,6
2575,6,6,2
2576,4,10,2
2577,8,4,7
2578,9,9,3
2579,9,6,5
2580,5,3,1
2581,5,6,5
2582,2,9,6
2583,8,7,10
2584,6,2,4
2585,4,3,5
2586,10,3,2
2587,6,8,10
2588,8,3,10
2589,7,2,6
2590,4,4,10
2591,1,8,5
2592,1,5,6
2593,8,10,10
2594,5,10,1
2595,4,2,8
2596,8,10,10
2597,1,8,4
2598,3,2,6
2599,4,3,9
2600,2,5,3
2601,9,8,4
2602,8,1,4
2603,8,3,10
2604,10,6,9
2605,10,10,9
2606,3,10,5
2607,4,7,3
2608,8,7,10
2609,8,9,5
2610,7,10,7
2611,7,4,3
2612,6,5,5
2613,5,10,8
2614,6,9,1
2615,6,5,8
2616,8,6,5
2617,3,7,2
2618,6,8,4
2619,10,6,1
2620,7,8,4
2621,9,7,9
2622,10,8,2
2623,7,8,7
2624,5,8,6
2625,5,8,2
2626,5,10,5
2627,7,8,7
2628,7,3,9
2629,8,3,3
2630,6,1,5
2631,6,4,10
2632,5,9,8
2633,10,7,3
2634,10,10,6
2635,9,2,8
2636,10,4,9
2637,9,8,3
2638,4,8,9
2639,9,4,4
2640,5,4,5
2641,9,10,9
2642,9,1,1
2643,1,3,10
2644,4,5,9
2645,9,5,7
2646,2,1,4
2647,8,3,4
2648,9,9,9
2649,4,10,6
2650,7,1,10
2651,4,9,8
2652,1,4,7
2653,10,8,4
2654,4,9,4
2655,5,3,7
2656,9,3,5
2657,10,3,4
2658,7,4,2
2659,6,3,10
2660,4,4,4
2661,4,9,9
2662,3,10,4
2663,1,6,6
2664,1,6,2
2665,4,2,2
2666,9,5,4
2667,8,1,5
2668,10,1,9
2669,3,6,10
2670,1,10,5
2671,5,7,4
2672,4,6,1
2673,2,8,6
2674,10,4,2
2675,6,1,3
2676,2,4,1
2677,9,8,4
2678,1,2,1
2679,7,8,6
2680,4,7,3
2681,2,10,5
2682,8,5,1
2683,6,9,10
2684,2,9,10
2685,2,10,8
2686,7,1,10
2687,9,9,5
2688,3,6,9
2689,10,4,7
2690,9,2,10
2691,3,8,1
2692,7,5,6
2693,9,3,3
2694,6,1,2
2695,3,7,4
2696,2,9,1
2697,2,3,6
2698,4,6,6
2699,10,6,7
2700,7,4,10
2701,2,3,10
2702,1,10,8
2703,6,6,3
2704,1,8,7
2705,7,5,4
2706,8,2,10
2707,5,6,2
2708,9,5,2
2709,2,1,9
2710,5,4,4
2711,8,7,4
2712,4,7,2
2713,3,10,8
2714,4,6,9
2715,9,1,4
2716,10,7,8
2717,1,2,2
2718,1,3,6
2719,9,1,4
2720,1,9,6
2721,8,7,5
2722,5,6,9
2723,6,10,10
2724,2,1,5
2725,4,5,9
2726,9,9,6
2727,10,1,4
2728,3,3,2
2729,3,3,10
2730,2,9,5
2731,4,10,3
2732,2,3,10
2733,3,1,6
2734,6,5,9
2735,3,3,4
2736,5,6,4
2737,2,10,3
2738,3,5,8
2739,2,4,7
2740,7,2,1
2741,10,3,10
2742,10,1,5
2743,10,2,3
2744,7,10,2
2745,8,10,5
2746,2,1,1
2747,4,9,8
2748,3,2,7
2749,5,8,1
2750,6,4,3
2751,3,7,6
2752,3,9,2
2753,8,2,3
2754,4,5,1
2755,8,7,7
2756,8,3,8
2757,10,8,4
2758,3,7,8
2759,4,6,6
2760,4,3,7
2761,5,3,2
2762,4,7,6
2763,2,10,8
2764,9,3,9
2765,4,5,7
2766,5,3,4
2767,8,1,8
2768,6,10,7
2769,4,10,5
2770,7,2,2
2771,9,5,3
2772,1,5,9
2773,8,4,8
2774,8,9,2
2775,4,4,6
2776,7,10,5
2777,9,3,4
2778,3,10,7
2779,3,10,1
2780,10,6,8
2781,6,3,3
2782,6,2,8
2783,6,9,3
2784,5,5,7
2785,2,3,10
2786,1,7,10
2787,7,4,8
2788,6,5,4
2789,8,6,6
2790,10,5,9
2791,9,6,6
2792,7,1,8
2793,2,8,9
2794,4,9,3
2795,2,4,4
2796,5,7,3
2797,5,6,7
2798,9,7,5
2799,1,6,7
2800,7,4,3
2801,6,10,2
2802,1,5,9
2803,8,10,9
2804,7,8,1
2805,2,6,5
2806,6,7,8
2807,9,9,3
2808,4,9,1
2809,5,4,7
2810,7,5,7
2811,9,4,5
2812,3,7,1
2813,1,6,6
2814,4,10,10
2815,8,1,2
2816,10,9,1
2817,6,2,3
2818,10,7,4
2819,9,1,9
2820,4,6,1
2821,10,8,6
2822,6,4,2
2823,4,8,3
2824,1,1,2
2825,10,6,1
2826,1,5,9
2827,10,7,5
2828,8,5,3
2829,6,4,9
2830,10,9,8
2831,6,2,7
2832,5,9,8
2833,8,3,2
2834,8,10,4
2835,2,2,10
2836,1,10,8
2837,2,9,3
2838,5,6,6
2839,7,9,2
2840,6,10,7
2841,7,9,2
2842,2,1,8
2843,3,3,2
2844,1,7,4
2845,9,10,4
2846,5,4,6
2847,9,6,3
2848,1,2,6
2849,10,2,2
2850,3,6,7
2851,2,4,3
2852,8,8,3
2853,4,3,2
2854,1,7,5
2855,5,9,5
2856,8,9,9
2857,6,8,4
2858,5,7,3
2859,3,5,8
2860,3,5,5
2861,10,4,1
2862,6,6,9
2863,2,7,4
2864,7,9,2
2865,3,6,10
2866,3,3,4
2867,3,6,3
2868,3,9,5
2869,5,3,8
2870,8,3,5
2871,2,2,8
2872,6,3,10
2873,10,10,5
2874,8,10,2
2875,5,1,10
2876,3,9,5
2877,1,5,2
2878,5,1,4
2879,6,5,2
2880,7,10,5
2881,6,8,5
2882,10,5,3
2883,1,5,9
2884,1,4,8
2885,1,1,4
2886,1,10,9
2887,8,4,6
2888,1,7,4
2889,2,2,6
2890,5,8,6
2891,10,2,1
2892,1,7,1
2893,8,10,5
2894,2,8,7
2895,10,2,8
2896,8,10,2
2897,4,7,5
2898,2,6,1
2899,3,8,8
2900,3,3,4
2901,3,10,3
2902,6,5,3
2903,10,10,8
2904,10,5,7
2905,1,5,9
2906,2,10,7
2907,1,2,6
2908,7,8,4
2909,3,10,8
2910,6,3,3
2911,8,4,4
2912,7,2,5
2913,1,1,2
2914,3,6,8
2915,7,8,9
2916,5,6,2
2917,4,2,9
2918,1,5,10
2919,1,9,10
2920,4,9,10
2921,6,1,1
2922,6,6,5
2923,7,10,4
2924,9,6,8
2925,9,2,9
2926,8,9,3
2927,10,3,1
2928,6,5,8
2929,10,7,8
2930,7,4,7
2931,7,9,9
2932,3,1,3
2933,9,6,7
2934,8,7,5
2935,8,6,9
2936,9,4,9
2937,1,6,1
2938,4,6,2
2939,5,4,2
2940,9,6,2
2941,3,7,6
2942,1,8,9
2943,2,2,5
2944,1,4,7
2945,9,9,3
2946,9,6,1
2947,4,10,10
2948,2,3,7
2949,7,1,1
2950,4,9,9
2951,10,1,9
2952,10,5,9
2953,3,5,6
2954,3,1,4
2955,1,10,7
2956,3,9,8
2957,9,1,5
2958,1,1,5
2959,4,8,6
2960,10,10,6
2961,2,7,7
2962,4,6,5
2963,9,4,3
2964,2,8,7
2965,2,10,2
2966,3,4,6
2967,4,9,9
2968,9,6,6
2969,8,7,7
2970,2,7,3
2971,6,7,3
2972,7,1,8
2973,5,2,8
2974,5,7,2
2975,4,2,1
2976,1,1,2
2977,2,2,9
2978,9,6,2
2979,1,9,7
2980,8,3,4
2981,4,9,6
2982,6,9,3
2983,1,1,5
2984,1,5,3
2985,3,2,8
2986,1,9,7
2987,3,10,8
2988,9,6,7
2989,3,9,8
2990,8,1,7
2991,5,8,6
2992,10,6,5
2993,5,3,6
2994,4,3,3
2995,10,5,4
2996,6,10,3
2997,9,7,9
2998,8,4,6
2999,10,8,6
3000,8,8,2
3001,1,10,4
3002,8,10,1
3003,1,6,6
3004,10,3,1
3005,4,1,6
3006,6,8,5
3007,4,1,6
3008,3,4,9
3009,2,2,3
3010,9,5,10
3011,1,3,6
3012,3,7,6
3013,3,10,9
3014,4,7,8
3015,9,4,5
3016,5,5,2
3017,7,4,2
3018,1,9,7
3019,4,10,8
3020,9,3,10
3021,6,2,4
3022,8,6,9
3023,10,2,6
3024,7,2,6
3025,2,3,2
3026,5,9,6
3027,6,2,2
3028,1,4,2
3029,5,2,1
3030,1,1,7
3031,9,5,7
3032,9,6,9
3033,10,5,9
3034,2,4,3
3035,6,3,2
3036,1,2,2
3037,1,10,4
3038,8,4,3
3039,2,3,4
3040,3,1,7
3041,2,8,6
3042,4,4,9
3043,7,10,1
3044,10,1,3
3045,5,9,9
3046,7,1,6
3047,3,4,5
3048,2,8,9
3049,8,3,5
3050,3,7,5
3051,7,1,6
3052,2,2,7
3053,10,8,2
3054,7,10,9
3055,5,3,6
3056,10,9,2
3057,5,6,3
3058,10,3,6
3059,7,7,7
3060,9,4,9
3061,3,2,6
3062,10,3,2
3063,1,8,1
3064,2,1,8
3065,8,3,6
3066,1,9,4
3067,6,1,1
3068,4,7,10
3069,10,3,4
3070,2,5,2
3071,7,5,6
3072,2,2,5
3073,3,1,6
3074,10,1,8
3075,6,10,10
3076,3,10,4
3077,10,3,10
3078,3,3,9
3079,7,2,1
3080,9,1,9
3081,8,9,4
3082,6,9,5
3083,3,5,7
3084,1,9,8
3085,6,3,5
3086,8,5,3
3087,10,4,1
3088,8,5,5
3089,8,5,2
3090,3,2,10
3091,3,9,10
3092,4,1,8
3093,7,4,3
3094,2,5,6
3095,6,3,6
3096,4,6,2
3097,10,8,4
3098,6,2,1
3099,7,5,6
3100,8,7,5
3101,4,8,3
3102,5,1,9
3103,1,2,5
3104,5,6,7
3105,10,2,1
3106,9,7,2
3107,1,6,1
3108,1,1,7
3109,3,6,3
3110,1,7,7
3111,8,1,7
3112,9,1,3
3113,4,8,8
3114,5,8,7
3115,10,10,4
3116,1,8,1
3117,5,2,7
3118,8,6,2
3119,2,10,10
3120,10,1,1
3121,8,8,7
3122,1,5,1
3123,1,8,5
3124,7,7,4
3125,10,7,4
3126,1,2,8
3127,7,4,7
3128,7,2,3
3129,9,4,5
3130,4,8,8
3131,1,4,3
3132,10,2,6
3133,7,4,6
3134,3,8,2
3135,8,10,10
3136,10,9,5
3137,1,6,10
3138,9,5,7
3139,1,6,1
3140,3,8,8
3141,7,6,7
3142,6,2,7
3143,5,8,4
3144,10,2,5
3145,1,5,5
3146,9,1,6
3147,2,1,9
3148,4,6,3
3149,9,2,5
3150,6,7,7
3151,8,8,7
3152,5,4,5
3153,10,10,5
3154,5,6,7
3155,6,8,10
3156,2,3,4
3157,10,6,1
3158,2,5,1
3159,5,10,8
3160,6,10,1
3161,1,8,10
3162,4,6,5
3163,2,4,6
3164,6,3,8
3165,5,1,3
3166,3,4,8
3167,2,8,1
3168,6,5,10
3169,2,9,5
3170,2,6,2
3171,6,5,5
3172,1,6,5
3173,1,5,7
3174,1,6,8
3175,3,6,7
3176,6,1,5
3177,7,5,1
3178,4,2,7
3179,4,9,9
3180,4,8,9
3181,9,1,9
3182,10,10,6
3183,2,1,3
3184,5,8,10
3185,6,2,9
3186,9,2,3
3187,2,9,6
3188,3,2,9
3189,3,5,4
3190,10,1,6
3191,1,3,8
3192,4,4,9
3193,5,6,10
3194,8,1,9
3195,5,4,6
3196,5,3,2
3197,3,3,9
3198,8,2,5
3199,1,5,3
3200,3,6,4
3201,9,9,1
3202,9,5,9
3203,10,4,9
3204,3,4,10
3205,5,1,2
3206,9,8,9
3207,7,1,9
3208,3,8,7
3209,9,8,9
3210,5,3,8
3211,6,3,9
3212,3,6,1
3213,3,5,7
3214,1,2,2
3215,2,8,10
