Data for 1000x1000 matrix
id,width,height,value
5286,7,6,3
5287,2,2,5
5288,5,6,2
5289,9,8,6
5290,8,3,9
5291,1,4,7
5292,8,2,8
5293,8,10,3
5294,8,4,9
5295,6,4,6
5296,6,7,6
5297,4,4,5
5298,7,1,2
5299,7,4,7
5300,1,7,9
5301,8,4,3
5302,2,6,5
5303,6,8,6
5304,9,1,5
5305,8,3,2
5306,7,7,7
5307,9,5,3
5308,2,3,5
5309,10,5,10
5310,4,8,3
5311,6,3,6
5312,9,6,2
5313,7,8,2
5314,10,7,10
5315,4,6,2
5316,1,6,10
5317,9,1,7
5318,7,7,1
5319,10,7,2
5320,1,4,8
5321,3,3,1
5322,7,4,10
5323,7,1,2
5324,10,6,2
5325,1,3,7
5326,10,10,10
5327,9,6,4
5328,5,8,6
5329,5,1,8
5330,10,8,2
5331,4,8,8
5332,1,1,4
5333,4,9,10
5334,7,5,10
5335,3,6,8
5336,7,10,10
5337,5,2,3
5338,7,2,3
5339,1,8,4
5340,1,3,10
5341,6,1,8
5342,8,8,6
5343,6,8,4
5344,3,7,5
5345,2,9,8
5346,2,3,6
5347,8,6,4
5348,10,2,8
5349,9,3,5
5350,6,4,2
5351,8,2,5
5352,10,6,5
5353,10,10,8
5354,4,8,5
5355,3,9,1
5356,6,5,2
5357,7,2,7
5358,7,4,2
5359,4,7,7
5360,3,10,6
5361,5,3,10
5362,8,7,4
5363,2,6,4
5364,3,6,1
5365,9,7,9
5366,10,7,1
5367,2,1,2
5368,5,8,8
5369,3,10,3
5370,1,10,8
5371,6,9,3
5372,10,9,4
5373,9,10,1
5374,1,5,7
5375,7,7,1
5376,4,7,8
5377,10,7,10
5378,8,5,1
5379,7,5,5
5380,4,7,2
5381,6,10,6
5382,9,9,8
5383,5,6,6
5384,3,1,9
5385,1,7,9
5386,6,10,10
5387,8,10,1
5388,7,9,6
5389,4,9,6
5390,1,8,4
5391,4,5,6
5392,9,8,7
5393,3,10,7
5394,2,7,2
5395,5,3,5
5396,5,1,9
5397,10,5,2
5398,5,10,2
5399,3,5,7
5400,3,1,10
5401,4,6,3
5402,1,3,10
5403,6,3,6
5404,2,8,5
5405,5,5,10
5406,9,3,3
5407,8,10,10
5408,6,3,3
5409,7,6,7
5410,1,2,2
5411,4,8,3
5412,10,8,7
5413,10,5,6
5414,2,9,5
5415,9,1,8
5416,7,9,1
5417,2,2,7
5418,5,10,3
5419,1,1,10
5420,4,3,10
5421,5,5,7
5422,2,5,7
5423,10,4,7
5424,9,8,6
5425,6,6,6
5426,9,7,3
5427,9,8,6
5428,9,4,7
5429,3,7,5
5430,7,7,8
5431,1,8,8
5432,1,5,2
5433,2,5,6
5434,3,4,7
5435,3,4,4
5436,6,5,5
5437,2,6,6
5438,2,7,3
5439,8,8,6
5440,1,9,6
5441,1,2,10
5442,6,6,9
5443,10,4,9
5444,7,5,8
5445,10,3,6
5446,10,6,9
5447,3,1,7
5448,2,2,3
5449,9,5,6
5450,4,6,6
5451,2,3,5
5452,6,6,1
5453,9,3,6
5454,1,3,5
5455,4,5,9
5456,7,6,4
5457,9,10,4
5458,8,9,4
5459,5,9,1
5460,5,7,4
5461,6,7,4
5462,1,4,10
5463,9,6,8
5464,2,10,7
5465,9,4,5
5466,6,7,4
5467,5,5,8
5468,5,1,4
5469,3,10,10
5470,5,7,1
5471,6,7,7
5472,5,9,2
5473,10,5,5
5474,10,9,4
5475,7,10,10
5476,3,2,4
5477,9,2,5
5478,9,2,4
5479,3,6,9
5480,1,4,5
5481,10,9,4
5482,9,10,3
5483,7,2,2
5484,9,9,4
5485,8,3,3
5486,7,3,5
5487,4,2,4
5488,4,4,1
5489,2,9,7
5490,2,1,10
5491,1,10,8
5492,6,5,10
5493,1,10,2
5494,6,10,10
5495,10,8,4
5496,6,3,10
5497,10,5,5
5498,9,1,3
5499,10,9,8
5500,6,2,1
5501,5,7,7
5502,1,6,6
5503,5,10,2
5504,8,9,7
5505,1,7,3
5506,4,1,1
5507,10,5,3
5508,4,7,5
5509,10,3,7
5510,1,8,8
5511,4,8,8
5512,9,7,5
5513,8,5,4
5514,6,5,10
5515,4,7,5
5516,8,6,2
5517,4,1,2
5518,2,4,5
5519,2,8,1
5520,7,3,9
5521,1,5,2
5522,10,10,4
5523,5,1,3
5524,8,1,8
5525,2,7,4
5526,6,9,9
5527,8,10,1
5528,10,7,5
5529,7,2,4
5530,2,8,5
5531,5,5,6
5532,8,5,6
5533,4,3,5
5534,5,7,6
5535,7,5,1
5536,1,6,10
5537,8,4,2
5538,2,2,6
5539,5,7,8
5540,1,4,10
5541,2,4,10
5542,6,6,8
5543,5,9,8
5544,9,10,8
5545,7,4,7
5546,7,10,6
5547,7,3,8
5548,8,6,3
5549,6,6,3
5550,2,4,6
5551,4,10,2
5552,6,1,10
5553,7,2,8
5554,10,6,9
5555,10,5,6
5556,8,3,4
5557,3,4,10
5558,1,5,4
5559,2,4,10
5560,6,1,2
5561,3,3,1
5562,7,4,1
5563,10,2,3
5564,10,5,7
5565,3,6,3
5566,9,6,4
5567,5,8,7
5568,9,7,10
5569,4,5,8
5570,7,5,8
5571,8,8,2
5572,5,6,10
5573,9,4,8
5574,6,1,10
5575,10,2,10
5576,9,2,1
5577,9,1,5
5578,2,8,4
5579,8,5,4
5580,5,8,8
5581,6,8,1
5582,7,3,1
5583,9,2,8
5584,4,2,9
5585,7,7,2
5586,4,7,2
5587,5,7,4
5588,7,8,3
5589,5,7,2
5590,5,9,3
5591,8,6,5
5592,3,4,2
5593,1,8,9
5594,7,1,5
5595,9,7,7
5596,10,4,6
5597,5,8,5
5598,3,3,5
5599,6,10,7
5600,3,3,7
5601,5,5,8
5602,6,2,8
5603,5,4,7
5604,6,6,7
5605,9,7,2
5606,6,3,9
5607,9,2,4
5608,7,9,7
5609,4,3,3
5610,4,2,8
5611,9,4,3
5612,7,2,10
5613,1,6,8
5614,4,7,7
5615,9,10,5
5616,8,4,6
5617,5,10,6
5618,1,1,2
5619,10,8,3
5620,8,2,6
5621,7,10,3
5622,9,8,4
5623,1,8,6
5624,9,9,5
5625,1,10,10
5626,9,1,2
5627,7,6,6
5628,6,2,10
5629,3,5,5
5630,7,4,2
5631,2,2,1
5632,8,5,3
5633,7,10,8
5634,4,4,4
5635,3,6,1
5636,10,7,3
5637,2,2,10
5638,4,5,8
5639,7,3,4
5640,9,2,7
5641,2,8,7
5642,2,9,6
5643,10,6,9
5644,4,6,7
5645,8,1,7
5646,9,9,5
5647,1,5,2
5648,7,1,4
5649,6,10,5
5650,2,3,9
5651,2,3,5
5652,6,7,8
5653,7,10,4
5654,1,1,9
5655,7,8,3
5656,5,5,4
5657,5,5,2
5658,5,9,7
5659,4,2,1
5660,8,5,7
5661,7,6,9
5662,10,2,6
5663,7,9,6
5664,1,8,7
5665,2,2,10
5666,8,1,3
5667,9,3,2
5668,10,8,2
5669,10,5,10
5670,8,3,9
5671,9,4,4
5672,10,8,2
5673,8,3,8
5674,8,1,6
5675,5,5,9
5676,4,3,8
5677,7,8,10
5678,1,6,6
5679,7,5,10
5680,5,1,8
5681,10,9,10
5682,9,7,1
5683,6,2,4
5684,6,2,9
5685,1,6,3
5686,8,5,6
5687,10,6,4
5688,10,5,2
5689,9,9,5
5690,3,3,7
5691,8,9,9
5692,4,6,9
5693,1,5,2
5694,7,7,9
5695,5,5,2
5696,9,6,5
5697,4,7,7
5698,2,9,4
5699,8,3,8
5700,3,9,1
5701,7,1,3
5702,5,2,5
5703,7,10,2
5704,5,3,8
5705,9,1,9
5706,9,9,7
5707,4,1,1
5708,10,4,4
5709,3,7,8
5710,7,1,1
5711,5,4,5
5712,8,8,9
5713,3,2,8
5714,1,6,4
5715,10,10,4
5716,2,4,10
5717,3,9,7
5718,8,4,3
5719,1,1,8
5720,4,6,6
5721,6,8,8
5722,3,9,10
5723,7,5,5
5724,1,9,10
5725,1,2,3
5726,4,2,1
5727,3,1,1
5728,9,3,1
5729,3,7,3
5730,3,6,6
5731,5,2,5
5732,3,9,4
5733,6,10,6
5734,8,6,3
5735,9,7,8
5736,6,5,7
5737,7,5,5
5738,2,6,9
5739,9,9,4
5740,8,4,5
5741,9,9,2
5742,8,6,4
5743,4,3,6
5744,2,6,7
5745,2,10,4
5746,6,2,9
5747,8,1,4
5748,10,1,5
5749,10,4,9
5750,5,2,6
5751,9,9,4
5752,6,9,5
5753,2,4,1
5754,9,6,1
5755,3,10,8
5756,8,8,5
5757,10,3,6
5758,10,7,10
5759,10,8,1
5760,8,6,9
5761,9,6,7
5762,8,1,6
5763,9,8,6
5764,5,5,9
5765,5,3,1
5766,7,3,9
5767,9,4,8
5768,9,6,7
5769,6,10,2
5770,9,7,2
5771,3,7,8
5772,6,6,9
5773,2,3,1
5774,1,4,10
5775,6,9,2
5776,3,5,9
5777,3,6,5
5778,10,7,3
5779,5,8,6
5780,1,1,7
5781,8,1,8
5782,2,9,1
5783,1,1,6
5784,6,7,4
5785,7,10,8
5786,10,8,6
5787,10,6,7
5788,9,2,5
5789,5,10,10
5790,7,4,8
5791,1,5,4
5792,2,6,5
5793,10,2,4
5794,3,7,9
5795,6,6,2
5796,5,10,10
5797,5,5,3
5798,10,4,1
5799,5,4,8
5800,3,4,6
5801,5,7,1
5802,7,5,1
5803,7,8,9
5804,6,7,5
5805,2,1,4
5806,10,5,6
5807,3,9,6
5808,5,2,4
5809,9,3,8
5810,6,6,8
5811,1,5,4
5812,7,4,3
5813,1,8,3
5814,1,9,2
5815,3,10,7
5816,3,10,10
5817,6,3,4
5818,3,6,10
5819,6,4,8
5820,3,6,7
5821,1,1,6
5822,7,6,1
5823,10,4,5
5824,1,7,8
5825,6,1,7
5826,7,4,1
5827,6,3,9
5828,9,5,4
5829,2,2,4
5830,9,2,8
5831,2,5,5
5832,5,8,4
5833,1,4,6
5834,2,9,7
5835,3,2,9
5836,9,2,7
5837,4,2,8
5838,9,2,3
5839,4,3,3
5840,3,5,4
5841,1,5,1
5842,7,8,6
5843,6,10,1
5844,5,5,9
5845,6,6,10
5846,9,7,2
5847,3,4,1
5848,5,3,7
5849,3,2,3
5850,6,3,10
5851,10,5,10
5852,4,3,9
5853,9,10,3
5854,8,9,7
5855,4,8,6
5856,9,1,4
5857,3,1,3
5858,1,4,8
5859,6,5,1
5860,4,9,9
5861,9,4,3
5862,1,9,2
5863,5,9,2
5864,9,3,3
5865,1,4,2
5866,3,1,6
5867,6,8,2
5868,1,3,6
5869,6,1,2
5870,5,10,9
5871,5,2,5
5872,2,7,1
5873,9,3,3
5874,1,9,5
5875,10,9,7
5876,1,7,10
5877,8,4,4
5878,6,2,8
5879,8,1,9
5880,5,2,6
5881,9,4,4
5882,8,3,10
5883,5,3,9
5884,6,2,4
5885,8,3,7
5886,1,1,8
5887,5,7,1
5888,3,9,1
5889,9,3,5
5890,5,5,4
5891,5,9,5
5892,8,1,7
5893,9,2,6
5894,2,4,9
5895,8,6,2
5896,10,8,10
5897,6,7,1
5898,7,7,8
5899,9,7,8
5900,8,5,8
5901,1,6,1
5902,6,6,4
5903,4,9,9
5904,2,4,3
5905,5,5,4
5906,9,9,9
5907,10,9,4
5908,6,9,8
5909,9,9,7
5910,7,7,1
5911,5,5,10
5912,5,4,4
5913,6,2,3
5914,3,2,7
5915,10,2,2
5916,5,5,2
5917,9,3,7
5918,4,8,8
5919,10,10,10
5920,1,8,10
5921,3,3,10
5922,5,10,7
5923,7,1,2
5924,9,9,3
5925,3,3,8
5926,5,8,5
5927,10,5,5
5928,2,9,6
5929,1,9,4
5930,8,3,4
5931,6,6,6
5932,6,5,9
5933,2,4,9
5934,3,5,4
5935,7,5,2
5936,8,10,5
5937,6,4,10
5938,5,8,8
5939,9,4,5
5940,10,3,7
5941,3,8,4
5942,1,2,10
5943,2,1,1
5944,1,8,3
5945,4,9,2
5946,3,8,9
5947,4,5,9
5948,7,6,8
5949,1,3,1
5950,9,2,3
5951,5,5,6
5952,8,1,7
5953,10,5,8
5954,1,3,2
5955,1,5,8
5956,8,6,6
5957,10,9,4
5958,5,3,6
5959,7,9,1
5960,8,3,10
5961,9,6,3
5962,5,10,1
5963,7,4,4
5964,9,8,1
5965,5,2,7
5966,9,4,1
5967,2,9,6
5968,4,2,9
5969,9,8,5
5970,8,3,4
5971,7,3,6
5972,4,6,4
5973,6,4,5
5974,2,4,5
5975,4,1,6
5976,8,7,3
5977,1,1,3
5978,4,7,8
5979,2,9,10
5980,6,6,2
5981,10,8,10
5982,8,3,9
5983,1,8,2
5984,1,8,2
5985,5,3,6
5986,8,5,3
5987,4,7,1
5988,7,9,3
5989,9,6,6
5990,3,1,2
5991,6,6,2
5992,6,9,8
5993,1,1,9
5994,2,9,5
5995,1,8,4
5996,1,8,10
5997,1,5,10
5998,8,6,1
5999,8,5,10
6000,8,3,10
6001,5,2,8
6002,9,6,9
6003,1,3,6
6004,10,6,2
6005,4,3,4
6006,2,7,4
6007,7,7,4
6008,6,5,6
6009,1,6,4
6010,7,2,1
6011,3,3,7
6012,10,7,2
6013,10,10,7
6014,7,1,3
6015,4,1,2
6016,6,5,10
6017,10,3,9
6018,5,10,3
6019,9,3,2
6020,6,7,3
6021,1,4,9
6022,3,1,1
6023,4,4,5
6024,7,5,9
6025,3,3,8
6026,10,5,9
6027,10,1,4
6028,7,10,2
6029,10,3,7
6030,7,7,2
6031,4,5,3
6032,5,2,5
6033,8,1,1
6034,1,3,8
6035,5,4,6
6036,6,4,5
6037,5,6,7
6038,6,5,5
6039,8,3,9
6040,9,6,3
6041,2,10,1
6042,2,1,2
6043,4,10,1
6044,4,5,6
6045,2,6,10
6046,10,1,9
6047,5,4,7
6048,3,3,7
6049,2,4,4
6050,8,4,8
6051,3,1,7
6052,10,9,5
6053,1,10,4
6054,9,7,7
6055,5,7,3
6056,6,5,2
6057,5,10,3
6058,2,10,8
6059,9,1,4
6060,9,10,1
6061,9,1,8
6062,7,9,8
6063,7,10,9
6064,7,7,8
6065,4,4,2
6066,9,7,2
6067,4,6,2
6068,1,9,6
6069,2,7,6
6070,1,9,9
6071,5,8,3
6072,7,7,3
6073,5,7,9
6074,8,2,4
6075,10,3,9
6076,6,7,2
6077,3,6,10
6078,7,3,9
6079,9,1,7
6080,6,2,7
6081,6,5,9
6082,4,9,8
6083,8,7,3
6084,10,6,7
6085,5,3,7
6086,9,1,1
6087,6,8,9
6088,3,10,3
6089,4,2,1
6090,2,4,7
6091,8,6,4
6092,6,2,8
6093,9,5,6
6094,6,10,8
6095,3,5,7
6096,10,7,1
6097,7,8,10
6098,1,2,5
6099,2,3,3
6100,5,3,5
6101,7,9,7
6102,9,4,3
6103,8,5,9
6104,10,8,10
6105,1,7,1
6106,6,10,6
6107,4,9,2
6108,2,4,6
6109,8,3,8
6110,7,3,2
6111,2,6,7
6112,8,3,8
6113,6,8,2
6114,8,10,4
6115,1,7,6
6116,9,9,10
6117,7,8,4
6118,5,4,2
6119,10,4,2
6120,4,3,5
6121,8,9,8
6122,1,3,9
6123,6,2,8
6124,10,2,3
6125,1,7,2
6126,8,2,1
6127,2,5,7
6128,1,8,6
6129,6,3,3
6130,1,2,7
6131,8,2,2
6132,1,6,10
6133,8,2,2
6134,5,7,6
6135,8,4,4
6136,1,2,7
6137,2,1,5
6138,6,8,5
6139,7,1,3
6140,9,3,2
6141,1,8,10
6142,6,8,6
6143,4,1,8
6144,5,1,6
6145,7,6,2
6146,3,4,1
6147,9,1,2
6148,1,1,10
6149,10,4,10
6150,6,6,6
6151,10,4,3
6152,1,3,9
6153,1,9,10
6154,9,4,3
6155,7,2,8
6156,9,7,2
6157,10,7,1
6158,8,4,2
6159,3,8,1
6160,3,4,7
6161,2,8,9
6162,7,7,5
6163,8,4,5
6164,8,6,5
6165,4,2,8
6166,7,2,2
6167,7,6,7
6168,6,4,2
6169,4,6,7
6170,9,10,2
6171,5,8,9
6172,3,3,5
6173,10,3,6
6174,7,3,8
6175,10,1,9
6176,6,6,2
6177,2,1,1
6178,4,2,4
6179,2,9,8
6180,2,2,1
6181,2,9,9
6182,1,7,7
6183,1,6,10
6184,5,7,2
6185,1,6,6
6186,5,9,6
6187,8,6,10
6188,8,9,4
6189,3,10,9
6190,5,6,4
6191,3,3,1
6192,8,8,2
6193,2,1,4
6194,3,8,9
6195,2,2,5
6196,7,5,9
6197,9,1,8
6198,4,5,8
6199,3,9,10
6200,4,9,3
6201,7,8,9
6202,9,10,10
6203,7,10,1
6204,9,4,4
6205,6,2,10
6206,3,7,5
6207,10,2,4
6208,9,4,9
6209,8,4,6
6210,5,6,5
6211,10,5,8
6212,10,10,4
6213,7,7,8
6214,6,4,4
6215,4,8,3
6216,2,8,2
6217,9,7,3
6218,4,3,1
6219,10,3,8
6220,8,5,8
6221,6,4,7
6222,2,7,5
6223,10,9,6
6224,1,8,7
6225,9,2,9
6226,9,6,3
6227,6,7,4
6228,8,4,3
6229,2,7,4
6230,1,2,10
6231,9,4,4
6232,6,2,2
6233,7,5,1
6234,5,10,6
6235,10,8,6
6236,6,4,6
6237,6,2,10
6238,5,5,8
6239,4,9,8
6240,6,2,7
6241,6,1,3
6242,8,3,6
6243,10,2,10
6244,8,5,6
6245,10,5,6
6246,2,2,7
6247,1,6,9
6248,4,2,8
6249,3,9,2
6250,4,7,5
6251,6,3,8
6252,3,9,3
6253,5,6,10
6254,2,6,10
6255,3,2,1
6256,2,9,2
6257,4,1,3
6258,8,5,4
6259,3,10,3
6260,10,10,6
6261,8,10,7
6262,1,4,4
6263,8,10,7
6264,4,2,7
6265,7,10,6
6266,4,2,10
6267,1,5,5
6268,9,9,6
6269,3,7,4
6270,7,4,6
6271,1,6,7
6272,6,5,8
6273,7,5,7
6274,3,5,8
6275,9,5,2
6276,3,6,9
6277,10,6,10
6278,4,2,7
6279,3,1,2
6280,9,9,5
6281,6,5,1
6282,6,3,9
6283,6,8,10
6284,7,7,7
6285,2,7,1
6286,1,1,10
6287,4,9,8
6288,10,7,6
6289,7,2,7
6290,1,1,6
6291,3,7,6
6292,2,2,7
6293,9,7,1
6294,10,4,8
6295,4,9,8
6296,6,1,9
6297,1,2,7
6298,7,1,9
6299,5,2,2
6300,1,6,8
6301,5,8,1
6302,5,4,1
6303,10,3,7
6304,8,8,4
6305,2,6,6
6306,4,5,3
6307,7,8,6
6308,7,5,6
6309,2,7,8
6310,8,6,10
6311,4,5,10
6312,6,4,8
6313,1,9,3
6314,5,5,2
6315,1,7,8
6316,8,7,5
6317,10,2,9
6318,1,1,4
6319,2,5,9
6320,7,6,5
6321,2,3,9
6322,6,10,10
6323,3,1,6
6324,9,3,9
6325,3,6,8
6326,3,4,5
6327,3,3,3
6328,5,7,8
6329,10,1,8
6330,1,6,3
6331,5,7,4
6332,9,4,8
6333,3,4,10
6334,7,10,8
6335,7,7,4
6336,10,6,10
6337,10,8,10
6338,1,2,5
6339,6,6,5
6340,7,2,7
6341,2,2,6
6342,6,6,6
6343,6,9,10
6344,9,8,5
6345,1,7,8
6346,2,7,10
6347,7,3,3
6348,6,10,5
6349,1,6,7
6350,9,4,10
6351,6,6,4
6352,9,4,9
6353,4,7,1
6354,8,5,10
6355,5,4,9
6356,9,1,8
6357,1,10,10
6358,5,7,1
6359,10,8,9
6360,1,9,7
6361,6,7,7
6362,10,3,10
6363,8,3,4
6364,9,6,1
6365,7,8,3
6366,5,6,10
6367,4,7,1
6368,10,3,10
6369,8,6,9
6370,5,7,6
6371,10,5,1
6372,2,1,4
6373,5,9,10
6374,10,7,4
6375,10,7,9
6376,7,8,3
6377,9,5,6
6378,3,9,6
6379,8,6,9
6380,6,8,2
6381,10,10,9
6382,5,7,3
6383,3,9,2
6384,3,2,10
6385,8,3,3
6386,8,6,2
6387,7,5,6
6388,4,3,2
6389,1,8,2
6390,10,3,2
6391,10,2,1
6392,5,9,4
6393,1,6,5
6394,10,6,3
6395,6,6,8
6396,2,2,9
6397,6,6,3
6398,9,5,5
6399,9,3,8
6400,8,8,8
6401,9,1,1
6402,6,5,9
6403,7,7,10
6404,7,2,5
6405,9,5,1
6406,9,10,9
6407,7,10,10
6408,3,1,9
6409,5,2,7
6410,1,6,7
6411,3,9,10
6412,3,3,9
6413,6,6,10
6414,5,3,2
6415,1,4,10
6416,1,1,5
6417,2,8,2
6418,9,10,9
6419,1,10,5
6420,1,9,6
6421,5,2,10
6422,9,8,7
6423,6,6,9
6424,4,6,10
6425,4,6,8
6426,7,3,3
6427,2,6,7
6428,2,3,5
6429,9,10,1
6430,4,10,5
6431,6,9,8
6432,1,1,3
6433,9,3,4
6434,7,4,1
6435,5,8,9
6436,1,5,3
6437,5,1,1
6438,2,2,5
6439,8,3,5
6440,7,1,4
6441,4,2,10
6442,5,7,8
6443,8,3,2
6444,4,10,4
6445,3,7,2
6446,1,3,9
6447,6,2,9
6448,9,6,4
6449,5,3,4
6450,8,1,1
6451,9,8,4
6452,7,3,9
6453,3,2,9
6454,4,10,10
6455,2,4,2
6456,8,7,2
6457,1,4,3
6458,2,1,1
6459,6,9,2
6460,5,1,5
6461,3,3,2
6462,6,6,7
6463,7,10,4
6464,9,2,7
6465,8,8,5
6466,3,2,2
6467,7,1,1
6468,2,3,10
6469,7,7,3
6470,2,6,6
6471,7,9,6
6472,7,2,8
6473,5,2,4
6474,4,9,6
6475,3,6,7
6476,4,6,7
6477,3,1,7
6478,3,3,8
6479,6,4,5
6480,3,7,5
6481,6,6,2
6482,6,2,3
6483,9,5,8
6484,4,2,4
6485,4,6,6
6486,7,2,4
6487,10,2,8
6488,4,8,6
6489,6,1,10
6490,7,2,7
6491,8,2,7
6492,5,8,5
6493,8,6,1
6494,5,6,9
6495,9,4,1
6496,5,10,1
6497,9,9,6
6498,5,6,8
6499,10,8,1
6500,4,1,6
6501,10,2,1
6502,2,7,2
6503,10,9,8
6504,10,8,7
6505,2,2,4
6506,10,5,1
6507,9,3,6
6508,5,1,2
6509,7,2,7
6510,1,3,9
6511,8,9,8
6512,2,8,7
6513,9,6,2
6514,10,9,1
6515,7,1,8
6516,2,2,7
6517,3,7,1
6518,5,3,9
6519,4,8,1
6520,3,5,9
6521,2,8,6
6522,7,10,2
6523,10,1,4
6524,5,3,9
6525,7,8,1
6526,1,8,5
6527,4,6,6
6528,8,6,10
6529,8,7,6
6530,5,2,10
6531,1,9,8
6532,1,10,8
6533,8,4,2
6534,5,5,7
6535,1,9,5
6536,6,5,10
6537,3,1,10
6538,9,5,9
6539,1,1,6
6540,6,9,10
6541,5,9,5
6542,4,8,9
6543,10,2,10
6544,2,8,8
6545,8,6,4
6546,4,6,5
6547,1,6,5
6548,2,5,2
6549,10,8,3
6550,5,3,2
6551,10,5,10
6552,8,2,1
6553,6,7,7
6554,8,10,2
6555,7,1,9
6556,5,8,7
6557,2,8,1
6558,2,6,7
6559,5,7,8
6560,3,7,9
6561,6,6,1
6562,3,10,1
6563,4,4,4
6564,5,6,2
6565,1,2,6
6566,3,7,7
6567,6,2,9
6568,10,7,2
6569,6,8,5
6570,1,6,2
6571,2,8,9
6572,10,6,9
6573,9,1,3
6574,2,3,4
6575,5,8,6
6576,3,8,2
6577,10,9,9
6578,3,4,3
6579,3,7,10
6580,10,8,10
6581,3,5,4
6582,4,5,10
6583,6,3,1
6584,5,5,10
6585,3,4,3
6586,5,2,3
6587,4,8,4
6588,2,1,3
6589,1,10,8
6590,10,8,10
6591,4,10,10
6592,2,7,5
6593,2,3,4
6594,7,1,8
6595,10,8,8
6596,9,9,4
6597,9,3,3
6598,2,5,6
6599,4,7,5
6600,10,8,8
6601,8,8,4
6602,6,9,5
6603,10,2,2
6604,7,1,2
6605,7,2,4
6606,1,3,8
6607,7,3,7
6608,9,1,1
6609,5,9,10
6610,6,1,8
6611,2,7,8
6612,7,8,9
6613,9,2,4
6614,1,6,8
6615,1,2,1
6616,6,5,5
6617,5,6,3
6618,9,8,5
6619,6,6,2
6620,6,9,10
6621,3,6,1
6622,3,2,1
6623,7,3,3
6624,10,9,7
6625,6,8,3
6626,2,5,1
6627,7,3,7
6628,3,9,3
6629,2,10,10
6630,10,9,7
6631,5,7,8
6632,8,6,3
6633,6,5,1
6634,7,9,7
6635,9,6,8
6636,5,10,3
6637,1,10,7
6638,8,6,7
6639,10,9,2
6640,7,10,2
6641,3,3,9
6642,9,1,9
6643,4,10,2
6644,2,6,10
6645,3,7,5
6646,6,2,2
6647,7,4,5
6648,5,8,2
6649,4,5,6
6650,9,1,8
6651,10,2,4
6652,8,4,2
6653,9,8,7
6654,2,9,8
6655,1,7,2
6656,3,10,9
6657,6,6,6
6658,1,4,3
6659,9,3,9
6660,3,2,6
6661,9,8,5
6662,7,4,4
6663,4,2,2
6664,9,5,9
6665,3,8,6
6666,6,4,6
6667,1,4,10
6668,9,8,6
6669,1,7,10
6670,10,8,5
6671,6,6,3
6672,7,9,8
6673,8,9,2
6674,1,2,6
6675,8,1,3
6676,8,4,5
6677,8,6,7
6678,4,3,3
6679,7,7,6
6680,9,1,10
6681,8,2,6
6682,6,6,3
6683,1,9,8
6684,4,4,5
6685,10,9,1
6686,1,2,5
6687,10,8,5
6688,9,5,5
6689,6,3,5
6690,10,1,2
6691,6,3,7
6692,8,9,4
6693,2,10,9
6694,7,1,2
6695,1,7,6
6696,2,5,6
6697,6,6,5
6698,10,9,3
6699,4,2,8
6700,4,6,5
6701,1,9,7
6702,10,10,9
6703,7,1,8
6704,4,5,7
6705,10,5,8
6706,8,5,8
6707,5,6,3
6708,9,3,3
6709,8,7,8
6710,5,6,7
6711,7,8,3
6712,10,10,6
6713,3,3,2
6714,1,3,9
6715,2,10,3
6716,10,3,8
6717,5,1,4
6718,5,10,8
6719,4,10,2
6720,7,7,8
6721,5,7,1
6722,5,1,9
6723,10,1,5
6724,10,4,7
6725,2,10,6
6726,6,4,5
6727,5,6,10
6728,9,5,3
6729,4,8,4
6730,6,10,7
6731,10,7,5
6732,5,5,2
6733,6,1,10
6734,6,5,5
6735,7,1,3
6736,1,4,10
6737,8,10,6
6738,3,5,10
6739,1,1,6
6740,7,6,2
6741,6,10,2
6742,5,5,9
6743,2,5,8
6744,4,9,10
6745,1,3,6
6746,7,3,5
6747,5,5,1
6748,6,1,2
6749,7,5,5
6750,7,6,5
6751,7,4,2
6752,2,6,5
6753,10,8,2
6754,8,6,10
6755,8,4,3
6756,6,4,2
6757,2,4,4
6758,9,9,1
6759,4,7,1
6760,9,7,10
6761,10,6,7
6762,2,5,10
6763,9,7,8
6764,2,8,1
6765,9,9,2
6766,3,1,9
6767,1,5,1
6768,10,3,10
6769,9,2,4
6770,7,1,4
6771,5,4,7
6772,5,1,8
6773,6,5,2
6774,9,3,2
6775,1,7,4
6776,10,6,10
6777,10,6,3
6778,3,4,7
6779,5,10,5
6780,8,10,1
6781,9,8,4
6782,2,4,2
6783,10,2,1
6784,2,3,10
6785,7,9,2
6786,1,6,1
6787,3,10,5
6788,7,3,4
6789,4,8,7
6790,9,5,5
6791,9,1,8
6792,7,6,2
6793,1,8,4
6794,6,8,4
6795,3,9,7
6796,6,4,7
6797,8,2,1
6798,7,9,2
6799,7,4,3
6800,1,3,8
6801,2,7,3
6802,5,10,6
6803,5,3,1
6804,4,6,7
6805,1,9,5
6806,6,10,6
6807,4,3,10
6808,4,2,10
6809,10,5,2
6810,2,8,8
6811,8,10,9
6812,5,2,3
6813,3,4,2
6814,8,7,1
6815,4,2,5
6816,9,1,9
6817,10,3,10
6818,4,2,10
6819,2,1,8
6820,4,1,1
6821,7,8,2
6822,7,7,2
6823,5,10,9
6824,10,5,9
6825,3,3,10
6826,4,10,2
6827,3,5,4
6828,2,1,8
6829,4,6,1
6830,4,5,4
6831,8,4,7
6832,8,4,8
6833,8,5,8
6834,2,8,4
6835,3,9,4
6836,3,8,2
6837,10,3,3
6838,10,8,3
